year,state,month,number,date
2008,Santa Catarina,February,29,1/1/2008
2009,Santa Catarina,February,7,1/1/2009
2010,Santa Catarina,February,15,1/1/2010
2011,Santa Catarina,February,1,1/1/2011
2012,Santa Catarina,February,13,1/1/2012
2013,Santa Catarina,February,12,1/1/2013
2014,Santa Catarina,February,27,1/1/2014
2015,Santa Catarina,February,23,1/1/2015
2016,Santa Catarina,February,10,1/1/2016
2017,Santa Catarina,February,31,1/1/2017
1998,Santa Catarina,March,0,1/1/1998
1999,Santa Catarina,March,7,1/1/1999
2000,Santa Catarina,March,46,1/1/2000
2001,Santa Catarina,March,1,1/1/2001
2002,Santa Catarina,March,12,1/1/2002
2003,Santa Catarina,March,58,1/1/2003
2004,Santa Catarina,March,73,1/1/2004
2005,Santa Catarina,March,92,1/1/2005
2006,Santa Catarina,March,48,1/1/2006
2007,Santa Catarina,March,23,1/1/2007
2008,Santa Catarina,March,14,1/1/2008
2009,Santa Catarina,March,33,1/1/2009
2010,Santa Catarina,March,9,1/1/2010
2011,Santa Catarina,March,8,1/1/2011
2012,Santa Catarina,March,65,1/1/2012
2013,Santa Catarina,March,14,1/1/2013
2014,Santa Catarina,March,15,1/1/2014
2015,Santa Catarina,March,37,1/1/2015
2016,Santa Catarina,March,21,1/1/2016
2017,Santa Catarina,March,12,1/1/2017
1998,Santa Catarina,April,0,1/1/1998
1999,Santa Catarina,April,0,1/1/1999
2000,Santa Catarina,April,7,1/1/2000
2001,Santa Catarina,April,1,1/1/2001
2002,Santa Catarina,April,7,1/1/2002
2003,Santa Catarina,April,120,1/1/2003
2004,Santa Catarina,April,59,1/1/2004
2005,Santa Catarina,April,25,1/1/2005
2006,Santa Catarina,April,30,1/1/2006
2007,Santa Catarina,April,2,1/1/2007
2008,Santa Catarina,April,31,1/1/2008
2009,Santa Catarina,April,57,1/1/2009
2010,Santa Catarina,April,19,1/1/2010
2011,Santa Catarina,April,5,1/1/2011
2012,Santa Catarina,April,40,1/1/2012
2013,Santa Catarina,April,46,1/1/2013
2014,Santa Catarina,April,34,1/1/2014
2015,Santa Catarina,April,32,1/1/2015
2016,Santa Catarina,April,36,1/1/2016
2017,Santa Catarina,April,26,1/1/2017
1998,Santa Catarina,May,0,1/1/1998
1999,Santa Catarina,May,1,1/1/1999
2000,Santa Catarina,May,0,1/1/2000
2001,Santa Catarina,May,2,1/1/2001
2002,Santa Catarina,May,3,1/1/2002
2003,Santa Catarina,May,84,1/1/2003
2004,Santa Catarina,May,2,1/1/2004
2005,Santa Catarina,May,21,1/1/2005
2006,Santa Catarina,May,33,1/1/2006
2007,Santa Catarina,May,2,1/1/2007
2008,Santa Catarina,May,15,1/1/2008
2009,Santa Catarina,May,33,1/1/2009
2010,Santa Catarina,May,1,1/1/2010
2011,Santa Catarina,May,16,1/1/2011
2012,Santa Catarina,May,60,1/1/2012
2013,Santa Catarina,May,52,1/1/2013
2014,Santa Catarina,May,42,1/1/2014
2015,Santa Catarina,May,70,1/1/2015
2016,Santa Catarina,May,26,1/1/2016
2017,Santa Catarina,May,36,1/1/2017
1998,Santa Catarina,June,2,1/1/1998
1999,Santa Catarina,June,0,1/1/1999
2000,Santa Catarina,June,2,1/1/2000
2001,Santa Catarina,June,1,1/1/2001
2002,Santa Catarina,June,0,1/1/2002
2003,Santa Catarina,June,68,1/1/2003
2004,Santa Catarina,June,127,1/1/2004
2005,Santa Catarina,June,58,1/1/2005
2006,Santa Catarina,June,32,1/1/2006
2007,Santa Catarina,June,11,1/1/2007
2008,Santa Catarina,June,2,1/1/2008
2009,Santa Catarina,June,14,1/1/2009
2010,Santa Catarina,June,1,1/1/2010
2011,Santa Catarina,June,26,1/1/2011
2012,Santa Catarina,June,42,1/1/2012
2013,Santa Catarina,June,31,1/1/2013
2014,Santa Catarina,June,3,1/1/2014
2015,Santa Catarina,June,104,1/1/2015
2016,Santa Catarina,June,79,1/1/2016
2017,Santa Catarina,June,70,1/1/2017
1998,Santa Catarina,July,0,1/1/1998
1999,Santa Catarina,July,2,1/1/1999
2000,Santa Catarina,July,21,1/1/2000
2001,Santa Catarina,July,5,1/1/2001
2002,Santa Catarina,July,82,1/1/2002
2003,Santa Catarina,July,43,1/1/2003
2004,Santa Catarina,July,94,1/1/2004
2005,Santa Catarina,July,90,1/1/2005
2006,Santa Catarina,July,74,1/1/2006
2007,Santa Catarina,July,12,1/1/2007
2008,Santa Catarina,July,46,1/1/2008
2009,Santa Catarina,July,26,1/1/2009
2010,Santa Catarina,July,31,1/1/2010
2011,Santa Catarina,July,31,1/1/2011
2012,Santa Catarina,July,42,1/1/2012
2013,Santa Catarina,July,69,1/1/2013
2014,Santa Catarina,July,82,1/1/2014
2015,Santa Catarina,July,45,1/1/2015
2016,Santa Catarina,July,480,1/1/2016
2017,Santa Catarina,July,591,1/1/2017
1998,Santa Catarina,August,0,1/1/1998
1999,Santa Catarina,August,51,1/1/1999
2000,Santa Catarina,August,69,1/1/2000
2001,Santa Catarina,August,24,1/1/2001
2002,Santa Catarina,August,702,1/1/2002
2003,Santa Catarina,August,1.513,1/1/2003
2004,Santa Catarina,August,728,1/1/2004
2005,Santa Catarina,August,391,1/1/2005
2006,Santa Catarina,August,728,1/1/2006
2007,Santa Catarina,August,462,1/1/2007
2008,Santa Catarina,August,51,1/1/2008
2009,Santa Catarina,August,759,1/1/2009
2010,Santa Catarina,August,511,1/1/2010
2011,Santa Catarina,August,175,1/1/2011
2012,Santa Catarina,August,398,1/1/2012
2013,Santa Catarina,August,236,1/1/2013
2014,Santa Catarina,August,459,1/1/2014
2015,Santa Catarina,August,379,1/1/2015
2016,Santa Catarina,August,765,1/1/2016
2017,Santa Catarina,August,713,1/1/2017
1998,Santa Catarina,September,6,1/1/1998
1999,Santa Catarina,September,101,1/1/1999
2000,Santa Catarina,September,36,1/1/2000
2001,Santa Catarina,September,18,1/1/2001
2002,Santa Catarina,September,416,1/1/2002
2003,Santa Catarina,September,1.339,1/1/2003
2004,Santa Catarina,September,755,1/1/2004
2005,Santa Catarina,September,116,1/1/2005
2006,Santa Catarina,September,530,1/1/2006
2007,Santa Catarina,September,617,1/1/2007
2008,Santa Catarina,September,233,1/1/2008
2009,Santa Catarina,September,47,1/1/2009
2010,Santa Catarina,September,198,1/1/2010
2011,Santa Catarina,September,450,1/1/2011
2012,Santa Catarina,September,188,1/1/2012
2013,Santa Catarina,September,303,1/1/2013
2014,Santa Catarina,September,208,1/1/2014
2015,Santa Catarina,September,156,1/1/2015
2016,Santa Catarina,September,644,1/1/2016
2017,Santa Catarina,September,626,1/1/2017
1998,Santa Catarina,October,4,1/1/1998
1999,Santa Catarina,October,16,1/1/1999
2000,Santa Catarina,October,55,1/1/2000
2001,Santa Catarina,October,26,1/1/2001
2002,Santa Catarina,October,42,1/1/2002
2003,Santa Catarina,October,669,1/1/2003
2004,Santa Catarina,October,704,1/1/2004
2005,Santa Catarina,October,197,1/1/2005
2006,Santa Catarina,October,269,1/1/2006
2007,Santa Catarina,October,35,1/1/2007
2008,Santa Catarina,October,56,1/1/2008
2009,Santa Catarina,October,252,1/1/2009
2010,Santa Catarina,October,76,1/1/2010
2011,Santa Catarina,October,102,1/1/2011
2012,Santa Catarina,October,34,1/1/2012
2013,Santa Catarina,October,107,1/1/2013
2014,Santa Catarina,October,122,1/1/2014
2015,Santa Catarina,October,21,1/1/2015
2016,Santa Catarina,October,56,1/1/2016
2017,Santa Catarina,October,51,1/1/2017
1998,Santa Catarina,November,21,1/1/1998
1999,Santa Catarina,November,84,1/1/1999
2000,Santa Catarina,November,19,1/1/2000
2001,Santa Catarina,November,66,1/1/2001
2002,Santa Catarina,November,348,1/1/2002
2003,Santa Catarina,November,347,1/1/2003
2004,Santa Catarina,November,279,1/1/2004
2005,Santa Catarina,November,384,1/1/2005
2006,Santa Catarina,November,45,1/1/2006
2007,Santa Catarina,November,26,1/1/2007
2008,Santa Catarina,November,16,1/1/2008
2009,Santa Catarina,November,61,1/1/2009
2010,Santa Catarina,November,88,1/1/2010
2011,Santa Catarina,November,79,1/1/2011
2012,Santa Catarina,November,72,1/1/2012
2013,Santa Catarina,November,84,1/1/2013
2014,Santa Catarina,November,43,1/1/2014
2015,Santa Catarina,November,9,1/1/2015
2016,Santa Catarina,November,156,1/1/2016
2017,Santa Catarina,November,152,1/1/2017
1998,Santa Catarina,December,26,1/1/1998
1999,Santa Catarina,December,89,1/1/1999
2000,Santa Catarina,December,29,1/1/2000
2001,Santa Catarina,December,45,1/1/2001
2002,Santa Catarina,December,76,1/1/2002
2003,Santa Catarina,December,129,1/1/2003
2004,Santa Catarina,December,68,1/1/2004
2005,Santa Catarina,December,17,1/1/2005
2006,Santa Catarina,December,7,1/1/2006
2007,Santa Catarina,December,17,1/1/2007
2008,Santa Catarina,December,29,1/1/2008
2009,Santa Catarina,December,20,1/1/2009
2010,Santa Catarina,December,23,1/1/2010
2011,Santa Catarina,December,24,1/1/2011
2012,Santa Catarina,December,32,1/1/2012
2013,Santa Catarina,December,74,1/1/2013
2014,Santa Catarina,December,45,1/1/2014
2015,Santa Catarina,December,19,1/1/2015
2016,Santa Catarina,December,20,1/1/2016
1998,Sao Paulo,January,0,1/1/1998
1999,Sao Paulo,January,7,1/1/1999
2000,Sao Paulo,January,36,1/1/2000
2001,Sao Paulo,January,26,1/1/2001
2002,Sao Paulo,January,19,1/1/2002
2003,Sao Paulo,January,59,1/1/2003
2004,Sao Paulo,January,37,1/1/2004
2005,Sao Paulo,January,26,1/1/2005
2006,Sao Paulo,January,76,1/1/2006
2007,Sao Paulo,January,14,1/1/2007
2008,Sao Paulo,January,34,1/1/2008
2009,Sao Paulo,January,12,1/1/2009
2010,Sao Paulo,January,45,1/1/2010
2011,Sao Paulo,January,75,1/1/2011
2012,Sao Paulo,January,38,1/1/2012
2013,Sao Paulo,January,36,1/1/2013
2014,Sao Paulo,January,99,1/1/2014
2015,Sao Paulo,January,120,1/1/2015
2016,Sao Paulo,January,85,1/1/2016
2017,Sao Paulo,January,28,1/1/2017
1998,Sao Paulo,February,0,1/1/1998
1999,Sao Paulo,February,47,1/1/1999
2000,Sao Paulo,February,25,1/1/2000
2001,Sao Paulo,February,25,1/1/2001
2002,Sao Paulo,February,19,1/1/2002
2003,Sao Paulo,February,137,1/1/2003
2004,Sao Paulo,February,41,1/1/2004
2005,Sao Paulo,February,78,1/1/2005
2006,Sao Paulo,February,59,1/1/2006
2007,Sao Paulo,February,96,1/1/2007
2008,Sao Paulo,February,30,1/1/2008
2009,Sao Paulo,February,65,1/1/2009
2010,Sao Paulo,February,152,1/1/2010
2011,Sao Paulo,February,73,1/1/2011
2012,Sao Paulo,February,81,1/1/2012
2013,Sao Paulo,February,100,1/1/2013
2014,Sao Paulo,February,112,1/1/2014
2015,Sao Paulo,February,69,1/1/2015
2016,Sao Paulo,February,188,1/1/2016
2017,Sao Paulo,February,107,1/1/2017
1998,Sao Paulo,March,0,1/1/1998
1999,Sao Paulo,March,78,1/1/1999
2000,Sao Paulo,March,26,1/1/2000
2001,Sao Paulo,March,35,1/1/2001
2002,Sao Paulo,March,111,1/1/2002
2003,Sao Paulo,March,86,1/1/2003
2004,Sao Paulo,March,73,1/1/2004
2005,Sao Paulo,March,73,1/1/2005
2006,Sao Paulo,March,106,1/1/2006
2007,Sao Paulo,March,152,1/1/2007
2008,Sao Paulo,March,72,1/1/2008
2009,Sao Paulo,March,55,1/1/2009
2010,Sao Paulo,March,111,1/1/2010
2011,Sao Paulo,March,45,1/1/2011
2012,Sao Paulo,March,99,1/1/2012
2013,Sao Paulo,March,57,1/1/2013
2014,Sao Paulo,March,75,1/1/2014
2015,Sao Paulo,March,68,1/1/2015
2016,Sao Paulo,March,82,1/1/2016
2017,Sao Paulo,March,103,1/1/2017
1998,Sao Paulo,April,0,1/1/1998
1999,Sao Paulo,April,291,1/1/1999
2000,Sao Paulo,April,102,1/1/2000
2001,Sao Paulo,April,61,1/1/2001
2002,Sao Paulo,April,178,1/1/2002
2003,Sao Paulo,April,106,1/1/2003
2004,Sao Paulo,April,36,1/1/2004
2005,Sao Paulo,April,62,1/1/2005
2006,Sao Paulo,April,63,1/1/2006
2007,Sao Paulo,April,44,1/1/2007
2008,Sao Paulo,April,84,1/1/2008
2009,Sao Paulo,April,67,1/1/2009
2010,Sao Paulo,April,91,1/1/2010
2011,Sao Paulo,April,52,1/1/2011
2012,Sao Paulo,April,82,1/1/2012
2013,Sao Paulo,April,103,1/1/2013
2014,Sao Paulo,April,103,1/1/2014
2015,Sao Paulo,April,76,1/1/2015
2016,Sao Paulo,April,307,1/1/2016
2017,Sao Paulo,April,41,1/1/2017
1998,Sao Paulo,May,0,1/1/1998
1999,Sao Paulo,May,500,1/1/1999
2000,Sao Paulo,May,300,1/1/2000
2001,Sao Paulo,May,211,1/1/2001
2002,Sao Paulo,May,319,1/1/2002
2003,Sao Paulo,May,69,1/1/2003
2004,Sao Paulo,May,60,1/1/2004
2005,Sao Paulo,May,212,1/1/2005
2006,Sao Paulo,May,88,1/1/2006
2007,Sao Paulo,May,69,1/1/2007
2008,Sao Paulo,May,40,1/1/2008
2009,Sao Paulo,May,142,1/1/2009
2010,Sao Paulo,May,150,1/1/2010
2011,Sao Paulo,May,136,1/1/2011
2012,Sao Paulo,May,82,1/1/2012
2013,Sao Paulo,May,118,1/1/2013
2014,Sao Paulo,May,181,1/1/2014
2015,Sao Paulo,May,65,1/1/2015
2016,Sao Paulo,May,139,1/1/2016
2017,Sao Paulo,May,43,1/1/2017
1998,Sao Paulo,June,451,1/1/1998
1999,Sao Paulo,June,522,1/1/1999
2000,Sao Paulo,June,606,1/1/2000
2001,Sao Paulo,June,346,1/1/2001
2002,Sao Paulo,June,562,1/1/2002
2003,Sao Paulo,June,132,1/1/2003
2004,Sao Paulo,June,231,1/1/2004
2005,Sao Paulo,June,236,1/1/2005
2006,Sao Paulo,June,97,1/1/2006
2007,Sao Paulo,June,91,1/1/2007
2008,Sao Paulo,June,25,1/1/2008
2009,Sao Paulo,June,125,1/1/2009
2010,Sao Paulo,June,143,1/1/2010
2011,Sao Paulo,June,210,1/1/2011
2012,Sao Paulo,June,30,1/1/2012
2013,Sao Paulo,June,47,1/1/2013
2014,Sao Paulo,June,331,1/1/2014
2015,Sao Paulo,June,147,1/1/2015
2016,Sao Paulo,June,197,1/1/2016
2017,Sao Paulo,June,217,1/1/2017
1998,Sao Paulo,July,596,1/1/1998
1999,Sao Paulo,July,684,1/1/1999
2000,Sao Paulo,July,770,1/1/2000
2001,Sao Paulo,July,538,1/1/2001
2002,Sao Paulo,July,448,1/1/2002
2003,Sao Paulo,July,171,1/1/2003
2004,Sao Paulo,July,342,1/1/2004
2005,Sao Paulo,July,284,1/1/2005
2006,Sao Paulo,July,245,1/1/2006
2007,Sao Paulo,July,94,1/1/2007
2008,Sao Paulo,July,126,1/1/2008
2009,Sao Paulo,July,110,1/1/2009
2010,Sao Paulo,July,600,1/1/2010
2011,Sao Paulo,July,479,1/1/2011
2012,Sao Paulo,July,179,1/1/2012
2013,Sao Paulo,July,181,1/1/2013
2014,Sao Paulo,July,476,1/1/2014
2015,Sao Paulo,July,149,1/1/2015
2016,Sao Paulo,July,687,1/1/2016
2017,Sao Paulo,July,802,1/1/2017
1998,Sao Paulo,August,581,1/1/1998
1999,Sao Paulo,August,1.211,1/1/1999
2000,Sao Paulo,August,915,1/1/2000
2001,Sao Paulo,August,595,1/1/2001
2002,Sao Paulo,August,719,1/1/2002
2003,Sao Paulo,August,934,1/1/2003
2004,Sao Paulo,August,794,1/1/2004
2005,Sao Paulo,August,522,1/1/2005
2006,Sao Paulo,August,572,1/1/2006
2007,Sao Paulo,August,470,1/1/2007
2008,Sao Paulo,August,153,1/1/2008
2009,Sao Paulo,August,289,1/1/2009
2010,Sao Paulo,August,1.809,1/1/2010
2011,Sao Paulo,August,1.067,1/1/2011
2012,Sao Paulo,August,435,1/1/2012
2013,Sao Paulo,August,497,1/1/2013
2014,Sao Paulo,August,1.458,1/1/2014
2015,Sao Paulo,August,643,1/1/2015
2016,Sao Paulo,August,797,1/1/2016
2017,Sao Paulo,August,981,1/1/2017
1998,Sao Paulo,September,525,1/1/1998
1999,Sao Paulo,September,911,1/1/1999
2000,Sao Paulo,September,582,1/1/2000
2001,Sao Paulo,September,425,1/1/2001
2002,Sao Paulo,September,302,1/1/2002
2003,Sao Paulo,September,977,1/1/2003
2004,Sao Paulo,September,809,1/1/2004
2005,Sao Paulo,September,231,1/1/2005
2006,Sao Paulo,September,694,1/1/2006
2007,Sao Paulo,September,495,1/1/2007
2008,Sao Paulo,September,486,1/1/2008
2009,Sao Paulo,September,116,1/1/2009
2010,Sao Paulo,September,1.677,1/1/2010
2011,Sao Paulo,September,1.108,1/1/2011
2012,Sao Paulo,September,813,1/1/2012
2013,Sao Paulo,September,560,1/1/2013
2014,Sao Paulo,September,882,1/1/2014
2015,Sao Paulo,September,368,1/1/2015
2016,Sao Paulo,September,490,1/1/2016
2017,Sao Paulo,September,2.868,1/1/2017
1998,Sao Paulo,October,434,1/1/1998
1999,Sao Paulo,October,763,1/1/1999
2000,Sao Paulo,October,647,1/1/2000
2001,Sao Paulo,October,444,1/1/2001
2002,Sao Paulo,October,733,1/1/2002
2003,Sao Paulo,October,422,1/1/2003
2004,Sao Paulo,October,195,1/1/2004
2005,Sao Paulo,October,221,1/1/2005
2006,Sao Paulo,October,153,1/1/2006
2007,Sao Paulo,October,281,1/1/2007
2008,Sao Paulo,October,87,1/1/2008
2009,Sao Paulo,October,64,1/1/2009
2010,Sao Paulo,October,260,1/1/2010
2011,Sao Paulo,October,188,1/1/2011
2012,Sao Paulo,October,206,1/1/2012
2013,Sao Paulo,October,127,1/1/2013
2014,Sao Paulo,October,887,1/1/2014
2015,Sao Paulo,October,213,1/1/2015
2016,Sao Paulo,October,177,1/1/2016
2017,Sao Paulo,October,179,1/1/2017
1998,Sao Paulo,November,488,1/1/1998
1999,Sao Paulo,November,398,1/1/1999
2000,Sao Paulo,November,96,1/1/2000
2001,Sao Paulo,November,168,1/1/2001
2002,Sao Paulo,November,72,1/1/2002
2003,Sao Paulo,November,155,1/1/2003
2004,Sao Paulo,November,144,1/1/2004
2005,Sao Paulo,November,163,1/1/2005
2006,Sao Paulo,November,43,1/1/2006
2007,Sao Paulo,November,50,1/1/2007
2008,Sao Paulo,November,20,1/1/2008
2009,Sao Paulo,November,83,1/1/2009
2010,Sao Paulo,November,104,1/1/2010
2011,Sao Paulo,November,87,1/1/2011
2012,Sao Paulo,November,50,1/1/2012
2013,Sao Paulo,November,120,1/1/2013
2014,Sao Paulo,November,56,1/1/2014
2015,Sao Paulo,November,21,1/1/2015
2016,Sao Paulo,November,39,1/1/2016
2017,Sao Paulo,November,37,1/1/2017
1998,Sao Paulo,December,121,1/1/1998
1999,Sao Paulo,December,47,1/1/1999
2000,Sao Paulo,December,23,1/1/2000
2001,Sao Paulo,December,52,1/1/2001
2002,Sao Paulo,December,57,1/1/2002
2003,Sao Paulo,December,58,1/1/2003
2004,Sao Paulo,December,102,1/1/2004
2005,Sao Paulo,December,15,1/1/2005
2006,Sao Paulo,December,13,1/1/2006
2007,Sao Paulo,December,21,1/1/2007
2008,Sao Paulo,December,36,1/1/2008
2009,Sao Paulo,December,37,1/1/2009
2010,Sao Paulo,December,52,1/1/2010
2011,Sao Paulo,December,53,1/1/2011
2012,Sao Paulo,December,64,1/1/2012
2013,Sao Paulo,December,109,1/1/2013
2014,Sao Paulo,December,57,1/1/2014
2015,Sao Paulo,December,45,1/1/2015
2016,Sao Paulo,December,47,1/1/2016
1998,Sergipe,January,0,1/1/1998
1999,Sergipe,January,36,1/1/1999
2000,Sergipe,January,1,1/1/2000
2001,Sergipe,January,2,1/1/2001
2002,Sergipe,January,1,1/1/2002
2003,Sergipe,January,198,1/1/2003
2004,Sergipe,January,16,1/1/2004
2005,Sergipe,January,80,1/1/2005
2006,Sergipe,January,36,1/1/2006
2007,Sergipe,January,56,1/1/2007
2008,Sergipe,January,100,1/1/2008
2009,Sergipe,January,60,1/1/2009
2010,Sergipe,January,29,1/1/2010
2011,Sergipe,January,36,1/1/2011
2012,Sergipe,January,39,1/1/2012
2013,Sergipe,January,34,1/1/2013
2014,Sergipe,January,20,1/1/2014
2015,Sergipe,January,44,1/1/2015
2016,Sergipe,January,9,1/1/2016
2017,Sergipe,January,31,1/1/2017
1998,Sergipe,February,0,1/1/1998
1999,Sergipe,February,25,1/1/1999
2000,Sergipe,February,6,1/1/2000
2001,Sergipe,February,2,1/1/2001
2002,Sergipe,February,6,1/1/2002
2003,Sergipe,February,50,1/1/2003
2004,Sergipe,February,10,1/1/2004
2005,Sergipe,February,19,1/1/2005
2006,Sergipe,February,36,1/1/2006
2007,Sergipe,February,22,1/1/2007
2008,Sergipe,February,67,1/1/2008
2009,Sergipe,February,64,1/1/2009
2010,Sergipe,February,33,1/1/2010
2011,Sergipe,February,31,1/1/2011
2012,Sergipe,February,34,1/1/2012
2013,Sergipe,February,47,1/1/2013
2014,Sergipe,February,18,1/1/2014
2015,Sergipe,February,40,1/1/2015
2016,Sergipe,February,22,1/1/2016
2017,Sergipe,February,18,1/1/2017
1998,Sergipe,March,0,1/1/1998
1999,Sergipe,March,18,1/1/1999
2000,Sergipe,March,6,1/1/2000
2001,Sergipe,March,1,1/1/2001
2002,Sergipe,March,7,1/1/2002
2003,Sergipe,March,62,1/1/2003
2004,Sergipe,March,36,1/1/2004
2005,Sergipe,March,28,1/1/2005
2006,Sergipe,March,41,1/1/2006
2007,Sergipe,March,2,1/1/2007
2008,Sergipe,March,43,1/1/2008
2009,Sergipe,March,29,1/1/2009
2010,Sergipe,March,44,1/1/2010
2011,Sergipe,March,47,1/1/2011
2012,Sergipe,March,71,1/1/2012
2013,Sergipe,March,67,1/1/2013
2014,Sergipe,March,33,1/1/2014
2015,Sergipe,March,49,1/1/2015
2016,Sergipe,March,26,1/1/2016
2017,Sergipe,March,16,1/1/2017
1998,Sergipe,April,0,1/1/1998
1999,Sergipe,April,6,1/1/1999
2000,Sergipe,April,1,1/1/2000
2001,Sergipe,April,0,1/1/2001
2002,Sergipe,April,12,1/1/2002
2003,Sergipe,April,48,1/1/2003
2004,Sergipe,April,13,1/1/2004
2005,Sergipe,April,8,1/1/2005
2006,Sergipe,April,9,1/1/2006
2007,Sergipe,April,1,1/1/2007
2008,Sergipe,April,2,1/1/2008
2009,Sergipe,April,19,1/1/2009
2010,Sergipe,April,1,1/1/2010
2011,Sergipe,April,12,1/1/2011
2012,Sergipe,April,40,1/1/2012
2013,Sergipe,April,15,1/1/2013
2014,Sergipe,April,7,1/1/2014
2015,Sergipe,April,35,1/1/2015
2016,Sergipe,April,14,1/1/2016
2017,Sergipe,April,8,1/1/2017
1998,Sergipe,May,0,1/1/1998
1999,Sergipe,May,0,1/1/1999
2000,Sergipe,May,0,1/1/2000
2001,Sergipe,May,3,1/1/2001
2002,Sergipe,May,0,1/1/2002
2003,Sergipe,May,2,1/1/2003
2004,Sergipe,May,5,1/1/2004
2005,Sergipe,May,0,1/1/2005
2006,Sergipe,May,0,1/1/2006
2007,Sergipe,May,0,1/1/2007
2008,Sergipe,May,0,1/1/2008
2009,Sergipe,May,0,1/1/2009
2010,Sergipe,May,0,1/1/2010
2011,Sergipe,May,0,1/1/2011
2012,Sergipe,May,17,1/1/2012
2013,Sergipe,May,1,1/1/2013
2014,Sergipe,May,1,1/1/2014
2015,Sergipe,May,11,1/1/2015
2016,Sergipe,May,9,1/1/2016
2017,Sergipe,May,1,1/1/2017
1998,Sergipe,June,0,1/1/1998
1999,Sergipe,June,0,1/1/1999
2000,Sergipe,June,0,1/1/2000
2001,Sergipe,June,0,1/1/2001
2002,Sergipe,June,0,1/1/2002
2003,Sergipe,June,0,1/1/2003
2004,Sergipe,June,0,1/1/2004
2005,Sergipe,June,0,1/1/2005
2006,Sergipe,June,0,1/1/2006
2007,Sergipe,June,0,1/1/2007
2008,Sergipe,June,0,1/1/2008
2009,Sergipe,June,2,1/1/2009
2010,Sergipe,June,0,1/1/2010
2011,Sergipe,June,1,1/1/2011
2012,Sergipe,June,3,1/1/2012
2013,Sergipe,June,1,1/1/2013
2014,Sergipe,June,0,1/1/2014
2015,Sergipe,June,3,1/1/2015
2016,Sergipe,June,1,1/1/2016
2017,Sergipe,June,0,1/1/2017
1998,Sergipe,July,0,1/1/1998
1999,Sergipe,July,0,1/1/1999
2000,Sergipe,July,0,1/1/2000
2001,Sergipe,July,0,1/1/2001
2002,Sergipe,July,0,1/1/2002
2003,Sergipe,July,0,1/1/2003
2004,Sergipe,July,0,1/1/2004
2005,Sergipe,July,0,1/1/2005
2006,Sergipe,July,0,1/1/2006
2007,Sergipe,July,0,1/1/2007
2008,Sergipe,July,0,1/1/2008
2009,Sergipe,July,0,1/1/2009
2010,Sergipe,July,0,1/1/2010
2011,Sergipe,July,0,1/1/2011
2012,Sergipe,July,1,1/1/2012
2013,Sergipe,July,0,1/1/2013
2014,Sergipe,July,0,1/1/2014
2015,Sergipe,July,0,1/1/2015
2016,Sergipe,July,0,1/1/2016
2017,Sergipe,July,0,1/1/2017
1998,Sergipe,August,0,1/1/1998
1999,Sergipe,August,0,1/1/1999
2000,Sergipe,August,0,1/1/2000
2001,Sergipe,August,0,1/1/2001
2002,Sergipe,August,2,1/1/2002
2003,Sergipe,August,0,1/1/2003
2004,Sergipe,August,0,1/1/2004
2005,Sergipe,August,0,1/1/2005
2006,Sergipe,August,0,1/1/2006
2007,Sergipe,August,0,1/1/2007
2008,Sergipe,August,0,1/1/2008
2009,Sergipe,August,0,1/1/2009
2010,Sergipe,August,0,1/1/2010
2011,Sergipe,August,1,1/1/2011
2012,Sergipe,August,0,1/1/2012
2013,Sergipe,August,0,1/1/2013
2014,Sergipe,August,0,1/1/2014
2015,Sergipe,August,0,1/1/2015
2016,Sergipe,August,6,1/1/2016
2017,Sergipe,August,0,1/1/2017
1998,Sergipe,September,0,1/1/1998
1999,Sergipe,September,0,1/1/1999
2000,Sergipe,September,0,1/1/2000
2001,Sergipe,September,1,1/1/2001
2002,Sergipe,September,0,1/1/2002
2003,Sergipe,September,3,1/1/2003
2004,Sergipe,September,0,1/1/2004
2005,Sergipe,September,2,1/1/2005
2006,Sergipe,September,0,1/1/2006
2007,Sergipe,September,0,1/1/2007
2008,Sergipe,September,0,1/1/2008
2009,Sergipe,September,1,1/1/2009
2010,Sergipe,September,0,1/1/2010
2011,Sergipe,September,0,1/1/2011
2012,Sergipe,September,1,1/1/2012
2013,Sergipe,September,1,1/1/2013
2014,Sergipe,September,4,1/1/2014
